contract,mean,std,median,min,max,pProf
SPY210519C00300000,0.3362193109914856,3.0745267252074986,0.5506660931409655,-24.93632136854112,16.189283382783827,0.6069102237326537
SPY210519C00305000,0.3362193109914856,3.0745267252074986,0.5506660931409655,-24.93632136854112,16.189283382783827,0.6069102237326537
SPY210519C00310000,0.33382673753947933,3.0745267252074986,0.5482735196889592,-24.938713941993125,16.186890809331818,0.6066270178419712
SPY210519C00315000,0.3314786766864477,3.0741630863606453,0.5458809462369529,-24.626758541487224,16.18449823587981,0.6062022090059473
SPY210519C00320000,0.33164807441032235,3.072820457485589,0.5458809462369529,-23.430471815484736,16.18449823587981,0.6062022090059473
SPY210519C00325000,0.32948977791106016,3.071061677233222,0.5434883727849502,-22.236577662934252,16.182105662427812,0.6060606060606061
SPY210519C00330000,0.3274359999068031,3.068637229331618,0.5410957993329439,-21.04268351038377,16.179713088975806,0.6060606060606061
SPY210519C00335000,0.32563151160143083,3.0646748334208085,0.5387032258809412,-19.848789357833287,16.1773205155238,0.6026621353724158
SPY210519C00340000,0.32218679005024353,3.056136684593569,0.5339180789769289,-18.65728777873481,16.17253536861979,0.6026621353724158
SPY210519C00345000,0.3214881938369869,3.045930638080714,0.531525505524926,-17.463393626184324,16.170142795167788,0.6026621353724158
SPY210519C00350000,0.31844041966214587,3.03611750540886,0.5267403586209136,-16.27189204708585,16.165357648263775,0.6018125177003681
SPY210519C00355000,0.3160307593669465,3.023600268889597,0.5219552117169046,-15.080390467987367,16.160572501359763,0.6011045029736618
SPY210519C00360000,0.31431584712493804,3.008573127813084,0.5171700648128956,-13.88888888888889,16.155787354455757,0.6005380911922968
SPY210519C00365000,0.3117597556765403,2.9876338468863626,0.5099923444568804,-12.699779883242416,16.14860963409974,0.5986972529028604
SPY210519C00370000,0.3102488165076172,2.9640334222465854,0.5028146241008653,-11.510670877595942,16.141431913743723,0.5971396205041065
SPY210519C00375000,0.31101883207377673,2.933871459592673,0.49563690374485003,-10.32156187194947,16.134254193387708,0.5962900028320589
SPY210519C00376000,0.3105533313757592,2.926958361160146,0.49324433029284553,-10.084697100200977,16.131861619935705,0.5960067969413764
SPY210519C00377000,0.3103103886794422,2.919402174545082,0.49085175684084104,-9.847832328452483,16.129469046483702,0.5954403851600113
SPY210519C00378000,0.31014368455245883,2.9117380753466025,0.4884591833888348,-9.610967556703992,16.127076473031696,0.5951571792693288
SPY210519C00379000,0.3100421922002918,2.9040150289986206,0.4860666099368303,-9.374102784955499,16.124683899579686,0.5945907674879638
SPY210519C00380000,0.3100907641798776,2.895964772682306,0.4836740364848258,-9.137238013207005,16.122291326127687,0.5940243557065987
SPY210519C00381000,0.3103104285697614,2.8875379845897706,0.4812814630328196,-8.900373241458514,16.11989875267568,0.5937411498159162
SPY210519C00382000,0.31067396831484645,2.8788474032071765,0.4788888895808151,-8.66350846971002,16.11750617922367,0.5931747380345511
SPY210519C00383000,0.3111816950135268,2.8699126528808443,0.4764963161288106,-8.426643697961527,16.11511360577167,0.5930331350892099
SPY210519C00384000,0.3095479770170263,2.860434876162665,0.47171116922479994,-8.19217149966504,16.110328458867656,0.5919003115264797
SPY210519C00385000,0.31066798755684133,2.85012279840645,0.46931859577279544,-7.955306727916548,16.107935885415653,0.5911922967997735
SPY210519C00386000,0.3096074358363615,2.839456325162364,0.4645334488687847,-7.720834529620061,16.103150738511644,0.5897762673463608
SPY210519C00387000,0.3111834233117793,2.8283770822852694,0.46214087541678023,-7.483969757871567,16.10075816505964,0.5892098555649957
SPY210519C00388000,0.3082743706937271,2.816768573598529,0.45496315506076584,-7.251890133027084,16.093580444703626,0.5877938261115832
SPY210519C00389000,0.3080044357091149,2.804813868901413,0.450178008156756,-7.017417934730597,16.088795297799614,0.586661002548853
SPY210519C00390000,0.3081391621731588,2.792144362259648,0.4453928612527453,-6.782945736434109,16.084010150895608,0.5859529878221467
SPY210519C00391000,0.3063112900661782,2.778753270186604,0.43821514089673097,-6.5508661115896265,16.076832430539593,0.5846785613140754
SPY210519C00392000,0.3049488889165464,2.7646139618122976,0.4310374205407158,-6.318786486745143,16.069654710183578,0.5836873406966865
SPY210519C00393000,0.3040762714412982,2.749737121055727,0.4238597001847006,-6.086706861900661,16.062476989827562,0.5831209289153214
