contract,mean,std,median,min,max,pProf
SPY210519C00394000,0.3038952693526728,2.7337309473134423,0.4166819798286862,-5.854627237056178,16.055299269471547,0.581280090625885
SPY210519C00395000,0.3021520528888255,2.716382582986944,0.4071116860206656,-5.6249401856637,16.045728975663526,0.5802888700084962
SPY210519C00396000,0.301438327498451,2.6973734062663604,0.39754139221264595,-5.395253134271222,16.036158681855508,0.578023222883036
SPY210519C00397000,0.29910639865470845,2.677374093862764,0.3855785249526209,-5.167958656330749,16.024195814595483,0.5758991787029171
SPY210519C00398000,0.2977870320709884,2.656019918240365,0.3736156576925967,-4.940664178390277,16.012232947335455,0.5741999433588219
SPY210519C00399000,0.29766253189890207,2.633086912469939,0.3616527904325716,-4.713369700449804,16.00027008007543,0.5722175021240442
SPY210519C00400000,0.2963577462993429,2.60870738557254,0.3472973497205412,-4.488467795961337,15.9859146393634,0.5691022373265364
SPY210519C00401000,0.2942093817212934,2.5824356895401723,0.3305493355565072,-4.265958464924873,15.969166625199366,0.5658453695836874
SPY210519C00402000,0.29384970972323604,2.554062827658174,0.3138013213924723,-4.04344913388841,15.95241861103533,0.5621636930048145
SPY210519C00403000,0.2930607512693548,2.523527102629561,0.29466073377643204,-3.8233323763039526,15.933278023419291,0.5594732370433305
SPY210519C00404000,0.29184517679803484,2.4910742890070754,0.2731275727083873,-3.6056081921714997,15.911744862351249,0.554375531011045
SPY210519C00405000,0.29305018162709334,2.4562633462511605,0.2515944116403425,-3.387884008039047,15.890211701283205,0.5497026338147833
SPY210519C00406000,0.2922367945049457,2.4188898009909647,0.2252761036682879,-3.174944970810604,15.86389339331115,0.5446049277824979
SPY210519C00407000,0.2921175598863128,2.378844091939836,0.19656522224422796,-2.9643985070341663,15.835182511887087,0.5389408099688473
SPY210519C00408000,0.2953357065138936,2.336172189342797,0.16785434082016842,-2.7538520432577283,15.806471630463028,0.5338431039365619
SPY210519C00409000,0.2974557497342928,2.2908328605135493,0.13435831249209862,-2.5480907263853,15.772975602134958,0.5280373831775701
SPY210519C00410000,0.2990328761412701,2.2425876326856913,0.09607713726001893,-2.3471145564168823,15.734694426902879,0.5196828094024356
SPY210519C00411000,0.3028921058894022,2.1914367405813873,0.055403388575934354,-2.148530959900469,15.694020678218793,0.510761823845936
SPY210519C00412000,0.307295970335628,2.137199023919727,0.009944492987839915,-1.954732510288066,15.648561782630699,0.5019824412347776
SPY210519C00413000,0.3126887370907201,2.0799859197437702,-0.040299549504264585,-1.7657192075796728,15.598317740138597,0.49065420560747663
SPY210519C00414000,0.31647738018948685,2.0206459905497485,-0.0977213123523841,-1.5838836252272945,15.540895977290475,0.4801755876522232
SPY210519C00415000,0.32188919042920633,1.9590561453892603,-0.1599282221045134,-1.4068331897789264,15.478689067538348,0.47068819031435855
SPY210519C00416000,0.3272936771556912,1.895228489167502,-0.22931285221265776,-1.236960474686573,15.409304437430201,0.4576607193429623
SPY210519C00417000,0.3302406027231599,1.8299854818578831,-0.308267776128822,-1.0766580534022394,15.330349513514037,0.4413763806287171
SPY210519C00418000,0.331924137711373,1.7631878562283279,-0.39679299385300615,-0.9259259259259259,15.241824295789856,0.4250920419144718
SPY210519C00419000,0.3342702343121192,1.694258762894508,-0.4948885053852101,-0.7847640922576323,15.143728784257648,0.4066836590201076
SPY210519C00420000,0.33564409502541953,1.6235180163416896,-0.6049468841774392,-0.6555651258493637,15.03367040546542,0.38770886434437835
SPY210519C00421000,0.3341203732025395,1.5514245751184759,-0.5407216001531246,-0.5407216001531246,14.909256585961161,0.36363636363636365
SPY210519C00422000,0.3337744159596526,1.4790709091151053,-0.43544836826490574,-0.43544836826490574,14.775272472648883,0.34027187765505523
SPY210519C00423000,0.3272131357312756,1.4071113184995252,-0.3469231505407216,-0.3469231505407216,14.62454034517257,0.31563296516567546
SPY210519C00424000,0.31912363865502347,1.3360389448559047,-0.2703608000765623,-0.2703608000765623,14.461845350436231,0.29184367034834324
SPY210519C00425000,0.3086692218469826,1.2665293053203406,-0.205761316872428,-0.205761316872428,14.287187488439868,0.2639478901161144
SPY210519C00426000,0.2924332352200566,1.199242804602282,-0.15551727438032348,-0.15551727438032348,14.098174185731475,0.2371849334466157
SPY210519C00427000,0.2751786714717018,1.1342506082204047,-0.11484352569623887,-0.11484352569623887,13.899590589215064,0.21325403568394222
SPY210519C00428000,0.2554786164448163,1.0720867892776613,-0.08374007082017418,-0.08374007082017418,13.691436698890628,0.1876239025771736
SPY210519C00429000,0.23297186874570053,1.0128061619506934,-0.06220690975212939,-0.06220690975212939,13.473712514758175,0.16340979892381763
SPY210519C00430000,0.21198481301706118,0.9563768255307702,-0.04545889558809456,-0.04545889558809456,13.251203183721715,0.1416029453412631
SPY210519C00431000,0.19151744763207135,0.9028006015605649,-0.03349602832806968,-0.03349602832806968,13.02390870578124,0.12390257717360521
SPY210519C00432000,0.17323174067410882,0.8520484830769007,-0.023925734520049768,-0.023925734520049768,12.794221654388762,0.10634381195128859
SPY210519C00433000,0.1538233638995745,0.8040677005781092,-0.019140587616039813,-0.019140587616039813,12.559749456092275,0.09260832625318606
SPY210519C00434000,0.13748060619779326,0.7588028815986217,-0.01435544071202986,-0.01435544071202986,12.325277257795786,0.08198810535259134
SPY210519C00435000,0.12123744603438058,0.7162315252899536,-0.011962867260024884,-0.011962867260024884,12.088412486047297,0.07264231096006797
SPY210519C00436000,0.10759371662859467,0.6761757952028894,-0.009570293808019907,-0.009570293808019907,11.851547714298801,0.06145567827810818
SPY210519C00437000,0.09376362082189574,0.6384134779358651,-0.009570293808019907,-0.009570293808019907,11.612290369098304,0.05395072217502124
SPY210519C00438000,0.0838460058866829,0.6029254104867388,-0.00717772035601493,-0.00717772035601493,11.37542559734981,0.048145001416029454
SPY210519C00439000,0.07315706750982484,0.5695830334616081,-0.00717772035601493,-0.00717772035601493,11.136168252149313,0.04078164825828377
SPY210519C00440000,0.06410431963356168,0.5381192835359299,-0.00717772035601493,-0.00717772035601493,10.896910906948815,0.03525913338997451
SPY210519C00441000,0.05858926719047114,0.5083864618552578,-0.004785146904009953,-0.004785146904009953,10.660046135200323,0.03115264797507788
SPY210519C00442000,0.051577793387454884,0.48029889903734496,-0.004785146904009953,-0.004785146904009953,10.420788789999825,0.027187765505522515
SPY210519C00443000,0.04553990747421602,0.4536968598659436,-0.004785146904009953,-0.004785146904009953,10.181531444799328,0.02336448598130841
SPY210519C00444000,0.04013664234616073,0.4284652053513275,-0.004785146904009953,-0.004785146904009953,9.94227409959883,0.02138204474653073
SPY210519C00445000,0.03526037815628314,0.4045804247054543,-0.004785146904009953,-0.004785146904009953,9.703016754398332,0.01954120645709431
SPY210519C00446000,0.030960303133567953,0.3819715984346939,-0.004785146904009953,-0.004785146904009953,9.463759409197834,0.01656754460492778
SPY210519C00447000,0.029568955030186424,0.36051730778902824,-0.0023925734520049767,-0.0023925734520049767,9.226894637449343,0.015009912206173889
SPY210519C00448000,0.02630457330237774,0.3401253807865639,-0.0023925734520049767,-0.0023925734520049767,8.987637292248845,0.012461059190031152
SPY210519C00449000,0.023399444646590432,0.3206461351595224,-0.0023925734520049767,-0.0023925734520049767,8.748379947048347,0.011611441517983575
SPY210519C00450000,0.020700507645849492,0.30208543712957886,-0.0023925734520049767,-0.0023925734520049767,8.50912260184785,0.010903426791277258
SPY210519C00451000,0.018215223062449087,0.28446655451964314,-0.0023925734520049767,-0.0023925734520049767,8.269865256647352,0.009629000283205891
SPY210519C00452000,0.016079899878602772,0.26771457617436756,-0.0023925734520049767,-0.0023925734520049767,8.030607911446854,0.00821297082979326
SPY210519C00453000,0.014190685298793899,0.25170814631289423,-0.0023925734520049767,-0.0023925734520049767,7.791350566246357,0.007221750212404418
SPY210519C00454000,0.012501728098022503,0.23639581969137619,-0.0023925734520049767,-0.0023925734520049767,7.552093221045858,0.006796941376380629
SPY210519C00455000,0.010961616826248842,0.22175402605259315,-0.0023925734520049767,-0.0023925734520049767,7.31283587584536,0.006088926649674313
SPY210519C00456000,0.009631483504988375,0.20771932419580816,-0.0023925734520049767,-0.0023925734520049767,7.073578530644863,0.005239308977626735
SPY210519C00460000,0.0051352008374852725,0.1570671865630068,-0.0023925734520049767,-0.0023925734520049767,6.116549149842872,0.004248088360237893
SPY210519C00465000,0.00143821073158762,0.10747005945620706,-0.0023925734520049767,-0.0023925734520049767,4.920262423840384,0.0022656471254602095
SPY210519C00475000,-0.001469374316637532,0.040566809086566756,-0.0023925734520049767,-0.0023925734520049767,2.5276889718354076,0.0007080147267063155
SPY210519C00480000,-0.0021118544633127625,0.01764686095695364,-0.0023925734520049767,-0.0023925734520049767,1.3314022458329193,0.0002832058906825262
