contract,strike,optionprice,mean,std,median,min,max,pProf
SPY210519C00400000,400.0,18.76,0.040495996872065246,0.5383617514729033,0.05635442186509423,-1.0,3.823770832822845,0.5530860702151755
SPY210519C00401000,401.0,17.83,0.041534935648825155,0.5610405447799255,0.05536786058267926,-1.0,4.01929000694092,0.5499716874292185
SPY210519C00402000,402.0,16.9,0.04308660840251964,0.585718821262923,0.05427271918279118,-1.0,4.236327859393882,0.5464326160815403
SPY210519C00403000,403.0,15.98,0.044663652872251394,0.6122900687441818,0.05239104844738229,-1.0,4.475215320635581,0.5424688561721405
SPY210519C00404000,404.0,15.07,0.04634031293759439,0.6410009834053164,0.049582545068956145,-1.0,4.739478488636801,0.537797281993205
SPY210519C00405000,405.0,14.16,0.04892461749334154,0.672685603607088,0.04641306173652325,-1.0,5.037707685293545,0.5322763306908267
SPY210519C00406000,406.0,13.27,0.05108118888635265,0.7068955587907357,0.04123654515366766,-1.0,5.367290190185124,0.5260475651189128
SPY210519C00407000,407.0,12.39,0.05366147614032644,0.7445755888776723,0.03448014158104672,-1.0,5.738816854217642,0.5198187995469988
SPY210519C00408000,408.0,11.51,0.057862876146889744,0.7869914041631089,0.026690612874819254,-1.0,6.167153850891102,0.5145809739524349
SPY210519C00409000,409.0,10.65,0.0623617613709154,0.8335658960233285,0.015700371285367984,-1.0,6.652013222887942,0.5077859569648924
SPY210519C00410000,410.0,9.81,0.06732178490202692,0.8851979577689627,0.0007348577155116098,-1.0,7.205294681320753,0.5002831257078143
SPY210519C00411000,411.0,8.98,0.07405533588855387,0.9442475746968795,-0.018128178820805238,-1.0,7.852331940284698,0.4932049830124575
SPY210519C00412000,412.0,8.17,0.0822302445990259,1.0112917779361699,-0.0431812785570172,-1.0,8.607581496175836,0.4824462061155153
SPY210519C00413000,413.0,7.38,0.09253388589958261,1.0885090963968473,-0.0762589492968605,-1.0,9.500533986958889,0.47197055492638734
SPY210519C00414000,414.0,6.62,0.1044906846406784,1.1770003961177629,-0.12126752957867534,-1.0,10.554975955250239,0.4619195922989808
SPY210519C00415000,415.0,5.88,0.12070930717205211,1.2823056873643288,-0.18074677649844056,-1.0,11.839105582271529,0.4494620611551529
SPY210519C00416000,416.0,5.17,0.14102009969123294,1.4080653238914165,-0.26166171098855523,-1.0,13.408886039411332,0.43502265005662516
SPY210519C00417000,417.0,4.5,0.16650387290190793,1.5570890667281538,-0.3739535657357401,-1.0,15.331986849723686,0.4205832389580974
SPY210519C00418000,418.0,3.87,0.19953887708960433,1.7375718375050142,-0.5304369627418166,-1.0,17.732284450583098,0.40090600226500567
SPY210519C00419000,419.0,3.28,0.24344203372431572,1.9621460177872787,-0.7508509286008629,-1.0,20.79693317797457,0.380237825594564
SPY210519C00420000,420.0,2.74,0.30032261620242884,2.2416826904006792,-1.0,-1.0,24.727715629108246,0.35687995469988676
SPY210519C00421000,421.0,2.26,0.3696912260866108,2.5871966370337627,-1.0,-1.0,29.749531337945395,0.3302661381653454
SPY210519C00422000,422.0,1.82,0.47024257032934796,3.0516523289821147,-1.0,-1.0,36.63403341964648,0.3087485843714609
SPY210519C00423000,423.0,1.45,0.5911525375222563,3.6303303172378865,-1.0,-1.0,45.54754539569419,0.28270101925254815
SPY210519C00424000,424.0,1.13,0.7570438902966112,4.40750340755778,-1.0,-1.0,57.84419541925363,0.2532559456398641
SPY210519C00425000,425.0,0.86,0.984133607222716,5.472596672656364,-1.0,-1.0,75.15574514390302,0.22791619479048697
SPY210519C00426000,426.0,0.65,1.2551898508165604,6.83655930240103,-1.0,-1.0,98.22144742116399,0.19988674971687428
SPY210519C00427000,427.0,0.48,1.6255560451364361,8.736829486851363,-1.0,-1.0,131.27904338282625,0.17681200453001134
SPY210519C00428000,428.0,0.35,2.096954779692957,11.30674669161382,-1.0,-1.0,177.55411663930454,0.15387882219705548
SPY210519C00429000,429.0,0.26,2.590847519786517,14.36544637835146,-1.0,-1.0,235.51515701444845,0.13122876557191393
SPY210519C00430000,430.0,0.19,3.25458357714317,18.55639269701828,-1.0,-1.0,317.38916223029787,0.10900339750849378
SPY210519C00431000,431.0,0.14,4.032888962105589,23.773448701966807,-1.0,-1.0,423.95672016968985,0.09470554926387316
SPY210519C00432000,432.0,0.1,5.154833193457519,31.428476683135504,-1.0,-1.0,583.9394082375659,0.08139864099660249
SPY210519C00433000,433.0,0.08,5.736270239629629,37.10930904032008,-1.0,-1.0,717.6742602969574,0.07021517553793885
SPY210519C00434000,434.0,0.06,6.8844044241583475,46.75553698311461,-1.0,-1.0,940.5656803959431,0.060305775764439414
SPY210519C00435000,435.0,0.05,7.331871396793322,53.035551712816115,-1.0,-1.0,1108.8788164751318,0.05181200453001133
SPY210519C00436000,436.0,0.04,8.196615046108583,62.683238734188585,-1.0,-1.0,1361.3485205939148,0.04572480181200453
SPY210519C00437000,437.0,0.04,7.127190716817361,59.289692138792006,-1.0,-1.0,1336.3485205939148,0.04006228765571914
SPY210519C00438000,438.0,0.03,8.588086959521803,74.80109136898591,-1.0,-1.0,1748.7980274585527,0.03355039637599094
SPY210519C00439000,439.0,0.03,7.530712121136308,70.7903610047711,-1.0,-1.0,1715.4646941252195,0.029161947904869763
SPY210519C00440000,440.0,0.03,6.6123227143337795,66.99706497309535,-1.0,-1.0,1682.1313607918862,0.026189127972819932
SPY210519C00441000,441.0,0.02,9.192655013889128,95.11417249985874,-1.0,-1.0,2473.697041187829,0.023074745186862967
SPY210519C00442000,442.0,0.02,8.104857097348097,90.0222038383548,-1.0,-1.0,2423.697041187829,0.02080973952434881
SPY210519C00443000,443.0,0.02,7.148584045614252,85.20063570561834,-1.0,-1.0,2373.697041187829,0.017412231030577575
SPY210519C00444000,444.0,0.02,6.3170663593693055,80.61943214157536,-1.0,-1.0,2323.697041187829,0.01571347678369196
SPY210519C00445000,445.0,0.02,5.5739651880173104,76.26267646577264,-1.0,-1.0,2273.697041187829,0.013873159682899207
SPY210519C00446000,446.0,0.02,4.908313059860055,72.1166687256563,-1.0,-1.0,2223.697041187829,0.012599093997734994
SPY210519C00447000,447.0,0.01,9.642284829717294,136.33299116276817,-1.0,-1.0,4348.394082375659,0.011041902604756512
SPY210519C00448000,448.0,0.01,8.571754503213393,128.79286775084572,-1.0,-1.0,4248.394082375659,0.010475651189127973
SPY210519C00449000,449.0,0.01,7.573008495860468,121.62731185371123,-1.0,-1.0,4148.394082375659,0.009343148357870895
SPY210519C00450000,450.0,0.01,6.6626303259638835,114.82507605142128,-1.0,-1.0,4048.394082375659,0.00891845979614949
SPY210519C00451000,451.0,0.01,5.835452738018276,108.39190446823295,-1.0,-1.0,3948.394082375659,0.007785956964892413
SPY210519C00452000,452.0,0.01,5.1093292847256215,102.29896048532042,-1.0,-1.0,3848.394082375659,0.006936579841449604
SPY210519C00453000,453.0,0.01,4.459359240836785,96.5256544184971,-1.0,-1.0,3748.394082375659,0.006087202718006795
SPY210519C00454000,454.0,0.01,3.8873463390241345,91.04742776884662,-1.0,-1.0,3648.394082375659,0.005379388448471121
SPY210519C00455000,455.0,0.01,3.3917978688973487,85.83124369885905,-1.0,-1.0,3548.394082375659,0.004671574178935448
SPY210519C00456000,456.0,0.01,2.9459684958418006,80.85448930626822,-1.0,-1.0,3448.394082375659,0.004388448471121178
SPY210519C00460000,460.0,0.01,1.508258342230476,63.383013865820175,-1.0,-1.0,3048.394082375659,0.0026896942242355605
SPY210519C00465000,465.0,0.01,0.47909253645716615,45.43309935321789,-1.0,-1.0,2548.394082375659,0.0016987542468856172
SPY210519C00475000,475.0,0.01,-0.624082620184161,20.828554370080248,-1.0,-1.0,1548.3940823756589,0.0004246885617214043
SPY210519C00480000,480.0,0.01,-0.8208414417028501,12.746637283232031,-1.0,-1.0,1048.3940823756589,0.00028312570781426955
